FULLNAME,POSTCODE,CUSTID,IPID,PRODUCTNAME,QUOTECOUNT,POLICYNO,QUOTEDATE,QUOTE_PRODUCT,ORIGINALPREMIUM,TOTALPREMIUMPAYABLE,CREATEDDATE,BRAND,BRANCHCODE,POLICY_STATUS_DESC,TYPEOFCOVER_DESC,INSURER_NAME,INCEPTIONDATE,RENEWALDATE
Joe Carr,AB2E 6HS,940978336d4f058b4ed9b027fd4383da,484267,AgeasDirectPC,19,GDCCA04862668,2023-05-02,AgeasDirectPC,216.51,,2023-05-03,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2020-10-26,2023-10-26
Ellie Adams,AB3 2XT,df3a934a76560520671488a2fbd0abd9,729273,AgeasDirectPC,9,GDCCA06447841,2023-05-03,AgeasDirectPC,160.69,,2023-05-26,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-05-25,2024-05-25
Ellie Adams,AB3 2XT,df3a934a76560520671488a2fbd0abd9,729273,AgeasDirectPC,9,GDCCA06447841,2023-05-03,AgeasDirectPC,160.69,,2023-05-26,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-05-25,2024-05-25
Owen Smith,AB37 3YU,9ab069cb2c8ca0348006c2609030e944,506068,AgeasDirectPC,8,AB0362574-02,2023-05-02,MotorPanel,,0.00,2023-05-06,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-05,2024-05-05
Lewis Watson,AB3N 1RP,47fd3d83bfe5aa3d390b3d448fd1856d,235228,AgeasDirectPC,25,GDCCA06481082,2023-05-04,AgeasDirectPC,597.05,,2023-05-23,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-06-15,2024-06-15
Lewis Watson,AB3N 1RP,47fd3d83bfe5aa3d390b3d448fd1856d,235228,AgeasDirectPC,25,GDCCA06481082,2023-05-04,AgeasDirectPC,343.29,,2023-05-23,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-06-15,2024-06-15
Lewis Watson,AB3N 1RP,c716b3063bc7c7c961057aec16b2a828,650838,AgeasDirectPC,9,GDCCA06481082,2023-05-04,AgeasDirectPC,597.05,,2023-05-05,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2022-08-16,2023-08-16
Lewis Watson,AB3N 1RP,c716b3063bc7c7c961057aec16b2a828,650838,AgeasDirectPC,9,GDCCA06481082,2023-05-04,AgeasDirectPC,343.29,,2023-05-05,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2022-08-16,2023-08-16
Judith Hooper,AB4 3WF,7c0fd999874be7bea45453d11652cfcd,405630,AgeasDirectPC,6,GDCCA06987165,2023-05-02,AgeasDirectPC,853.52,,2023-05-09,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-01,2024-05-01
Natasha Riley,AB4 4JA,658dc70ba7cfaa694f8e26ee8b1c4654,331766,AgeasDirectPC,6,GDCCA06457400,2023-05-04,AgeasDirectPC,208.24,,2023-05-09,AgeasDirect,AUTO,In The Renewal Cycle,Comprehensive,Ageas,2022-06-10,2023-06-10
Linda Wells,AB4 6DF,23e459584d001e5ed89cce41777b5a2c,116927,AgeasDirectPC,10,ANX624709-02,2023-05-01,MotorPanel,,1420.59,2023-05-26,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-25,2024-05-25
Andrea Griffiths,AB56 0PB,df2883211ae591ea2ebbb0b92d02f77d,729042,AgeasDirectPC,50,GDCCA06454686,2023-05-04,AgeasDirectPC,508.64,,2023-05-05,AgeasDirect,AUTO,In The Renewal Cycle,Comprehensive,Ageas,2022-06-06,2023-06-06
Andrea Griffiths,AB56 0PB,df2883211ae591ea2ebbb0b92d02f77d,729042,AgeasDirectPC,50,GDCCA06454686,2023-05-04,AgeasDirectPC,508.64,,2023-05-05,AgeasDirect,AUTO,In The Renewal Cycle,Comprehensive,Ageas,2022-06-06,2023-06-06
Andrea Griffiths,AB56 0PB,df2883211ae591ea2ebbb0b92d02f77d,729042,AgeasDirectPC,50,GDCCA06454686,2023-05-04,AgeasDirectPC,490.59,,2023-05-05,AgeasDirect,AUTO,In The Renewal Cycle,Comprehensive,Ageas,2022-06-06,2023-06-06
Andrea Griffiths,AB56 0PB,df2883211ae591ea2ebbb0b92d02f77d,729042,AgeasDirectPC,50,GDCCA06454686,2023-05-04,AgeasDirectPC,508.64,,2023-05-05,AgeasDirect,AUTO,In The Renewal Cycle,Comprehensive,Ageas,2022-06-06,2023-06-06
Andrea Griffiths,AB56 0PB,5fdd8d370ad3f4e1362d359d8e8d1d99,313331,RIASPC,7,GDCCA06454686,2023-05-04,AgeasDirectPC,508.64,,2023-05-04,Rias,AUTO,Confirmed,Comprehensive,Ageas RIAS,2023-05-04,2024-05-04
Andrea Griffiths,AB56 0PB,5fdd8d370ad3f4e1362d359d8e8d1d99,313331,RIASPC,7,GDCCA06454686,2023-05-04,AgeasDirectPC,508.64,,2023-05-04,Rias,AUTO,Confirmed,Comprehensive,Ageas RIAS,2023-05-04,2024-05-04
Andrea Griffiths,AB56 0PB,5fdd8d370ad3f4e1362d359d8e8d1d99,313331,RIASPC,7,GDCCA06454686,2023-05-04,AgeasDirectPC,490.59,,2023-05-04,Rias,AUTO,Confirmed,Comprehensive,Ageas RIAS,2023-05-04,2024-05-04
Andrea Griffiths,AB56 0PB,5fdd8d370ad3f4e1362d359d8e8d1d99,313331,RIASPC,7,GDCCA06454686,2023-05-04,AgeasDirectPC,508.64,,2023-05-04,Rias,AUTO,Confirmed,Comprehensive,Ageas RIAS,2023-05-04,2024-05-04
Carl Harris,AB6 0FD,2ec9d7961a2f9e6834532cdc857e25f7,152688,AgeasDirectPC,24,GDCCA03170858,2023-05-01,AgeasDirectPC,351.54,0.00,2023-05-16,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2020-07-20,2023-07-20
Carl Harris,AB6 0FD,2ec9d7961a2f9e6834532cdc857e25f7,152688,AgeasDirectPC,24,GDCCA03170858,2023-05-01,AgeasDirectPC,351.54,,2023-05-16,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2020-07-20,2023-07-20
Carl Harris,AB6 0FD,2ec9d7961a2f9e6834532cdc857e25f7,152688,AgeasDirectPC,24,GDCCA03170858,2023-05-01,AgeasDirectPC,351.54,0.00,2023-05-16,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2020-07-20,2023-07-20
Carl Harris,AB6 0FD,2ec9d7961a2f9e6834532cdc857e25f7,152688,AgeasDirectPC,24,GDCCA03170858,2023-05-01,AgeasDirectPC,351.54,,2023-05-16,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2020-07-20,2023-07-20
Carl Harris,AB6 0FD,2ec9d7961a2f9e6834532cdc857e25f7,152688,AgeasDirectPC,24,GDCCA03170858,2023-05-01,AgeasDirectPC,351.54,0.00,2023-05-16,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2020-07-20,2023-07-20
Carl Harris,AB6 0FD,2ec9d7961a2f9e6834532cdc857e25f7,152688,AgeasDirectPC,24,GDCCA03170858,2023-05-01,AgeasDirectPC,351.54,,2023-05-16,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2020-07-20,2023-07-20
Colin Morgan,AB6 4HH,bf6a1bcb44143d583f677a710f70c61e,625679,RIASPC,6,GDCCA02992600,2023-05-02,RIASPC,487.05,,2023-05-04,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2020-03-29,2024-03-29
Colin Morgan,AB6 4HH,bf6a1bcb44143d583f677a710f70c61e,625679,RIASPC,6,GDCCA02992600,2023-05-02,RIASPC,487.05,,2023-05-04,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2020-03-29,2024-03-29
Colin Morgan,AB6 4HH,bf6a1bcb44143d583f677a710f70c61e,625679,RIASPC,6,GDCCA02992600,2023-05-02,RIASPC,487.05,,2023-05-04,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2020-03-29,2024-03-29
Samuel Marshall,AB7 4GR,5bbbb5e910091c48b1db9481c44a8949,299930,AgeasDirectPC,32,GDCCA06987682,2023-05-03,AgeasDirectPC,351.52,,2023-05-13,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-09,2024-05-09
Denis Martin,AB7Y 7JY,0100e5208bae65bd7dca4f14674d5078,3282,AgeasDirectPC,72,APP631672-22,2023-05-03,MotorPanel,,0.00,2023-05-20,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-19,2024-05-19
Victoria Hussain,AB8 1RW,f2142d6fef80ed8a16dce8d722ac04de,790836,AgeasDirectPC,33,GDCCA06988898,2023-05-05,AgeasDirectPC,305.32,,2023-05-09,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-09,2024-05-09
John Spencer,AB90 2GX,7e31b2b362e4125d123a457f8155bfd9,412720,AgeasDirectPC,6,GDCCA06147777,2023-05-04,AgeasDirectPC,209.37,,2023-05-07,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-03-15,2024-03-15
John Spencer,AB90 2GX,7e31b2b362e4125d123a457f8155bfd9,412720,AgeasDirectPC,6,GDCCA06147777,2023-05-04,AgeasDirectPC,209.37,,2023-05-07,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-03-15,2024-03-15
Damien Hughes,AB9B 5RQ,14bb921a242ea8eac7194c667a423865,67453,RIASPC,13,GDCCA03008698,2023-05-02,RIASPC,343.15,,2023-05-25,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2020-05-16,2024-05-16
Damien Hughes,AB9B 5RQ,14bb921a242ea8eac7194c667a423865,67453,RIASPC,13,GDCCA03008698,2023-05-02,RIASPC,343.15,,2023-05-25,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2020-05-16,2024-05-16
Damien Hughes,AB9B 5RQ,14bb921a242ea8eac7194c667a423865,67453,RIASPC,13,GDCCA03008698,2023-05-02,RIASPC,343.15,,2023-05-25,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2020-05-16,2024-05-16
Clifford Parry,AL0N 6HS,51d989423cdd52dd848ee685fd0062bc,267347,AgeasDirectPC,37,GDCCA06987217,2023-05-02,AgeasDirectPC,304.44,,2023-05-15,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-15,2024-05-15
Kelly Green,AL0P 2TP,d5ffb4c4f02cd847c5f234a6761192dd,699446,AgeasDirectPC,12,APC080576-32,2023-05-02,MotorPanel,,0.00,2023-05-23,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-23,2024-05-23
Dorothy Jones,AL2 2FP,006c9967f755b567494dae1127a606ff,1415,RIASPC,9,APQ230964-23,2023-05-03,MotorPanel,,0.00,2023-05-11,Rias,AUTO,Confirmed,Comprehensive,Ageas RIAS,2023-06-01,2024-06-01
Christopher Foster,AL28 5LD,745a409cc0404648dcfa0fe983dd5913,380181,AgeasDirectPC,7,GDCCA04909611,2023-05-05,AgeasDirectPC,372.21,,2023-05-12,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2021-02-12,2024-02-12
Darren Smith,AL30 8BF,841eec5549b97ce522db429b3ed930e1,432259,AgeasDirectPC,13,GDCCA06455217,2023-05-02,AgeasDirectPC,174.60,,2023-05-31,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-06-08,2024-06-08
Ashleigh Hall,AL31 6WR,3da7809f96b1fd93e2692f3e81da2511,201559,RIASPC,6,GDCCA06255545,2023-05-04,RIASPC,536.10,,2023-05-17,Rias,AUTO,Confirmed,Comprehensive,Ageas RIAS,2023-04-19,2024-04-19
Charles Jones,AL4 5SU,cbd4248d597d6184c7198afd901199b1,666238,RIASPC,7,GDCCA06224882,2023-05-03,RIASPC,1188.26,,2023-05-26,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-06-30,2024-06-30
Jack Tucker,AL5N 0ER,aeb05da39329dc4935a752e31e8bf022,571077,AgeasDirectPC,31,GDCCA06987850,2023-05-05,AgeasDirectPC,298.14,,2023-05-21,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-21,2024-05-21
Elaine Richards,AL6 2GX,3767218c51d70f7dc1ab46126b6611bf,181051,AgeasDirectPC,9,GDCCA06441061,2023-05-01,AgeasDirectPC,201.19,,2023-05-21,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-06-07,2024-06-07
Lee Thomas,AL6A 5FF,e1663cf779b614431d7c6be00111ebdb,736269,AgeasDirectPC,37,GDCCA06447445,2023-05-05,AgeasDirectPC,262.90,,2023-05-15,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-06-11,2024-06-11
Malcolm Fry,AL8 6HG,23b69ac7e8461b23219edfeb3d1a6136,116376,AgeasDirectPC,6,GDCCA06984464,2023-05-04,AgeasDirectPC,939.04,,2023-05-05,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-04-27,2024-04-27
Malcolm Fry,AL8 6HG,23b69ac7e8461b23219edfeb3d1a6136,116376,AgeasDirectPC,6,GDCCA06984464,2023-05-04,AgeasDirectPC,939.04,,2023-05-05,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-04-27,2024-04-27
Emily Williams,AL9 9SQ,eeea94a97b84eaa1944e0db7773ee9cd,780370,AgeasDirectPC,9,GDCCA06979459,2023-05-05,AgeasDirectPC,1462.23,,2023-05-25,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-04-18,2024-04-18
Emily Williams,AL9 9SQ,eeea94a97b84eaa1944e0db7773ee9cd,780370,AgeasDirectPC,9,GDCCA06979459,2023-05-05,AgeasDirectPC,1462.23,,2023-05-25,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-04-18,2024-04-18
Emily Williams,AL9 9SQ,eeea94a97b84eaa1944e0db7773ee9cd,780370,AgeasDirectPC,9,GDCCA06979459,2023-05-02,AgeasDirectPC,1462.23,,2023-05-25,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-04-18,2024-04-18
Jasmine Armstrong,AL92 9LR,7aeb7222a3c849cb0292ccf4932a0020,401892,AgeasDirectPC,9,GDCCA03097182,2023-05-03,AgeasDirectPC,212.38,,2023-05-22,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2019-12-05,2023-12-05
Jasmine Armstrong,AL92 9LR,7aeb7222a3c849cb0292ccf4932a0020,401892,AgeasDirectPC,9,GDCCA03097182,2023-05-03,AgeasDirectPC,212.38,,2023-05-22,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2019-12-05,2023-12-05
Jill White,AL9V 3RT,84ff42f4e452398cc0c5fcc0ac907653,435150,AgeasDirectPC,8,AP4459262-02,2023-05-01,MotorPanel,,0.00,2023-05-21,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-20,2024-05-20
Hayley Rahman,B0 1PQ,190c7e553e9708eee1b826e0e3d2a225,81453,AgeasDirectPC,6,GDCCA03150072,2023-05-02,AgeasDirectPC,442.79,,2023-05-29,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2020-05-29,2024-05-29
Hayley Rahman,B0 1PQ,190c7e553e9708eee1b826e0e3d2a225,81453,AgeasDirectPC,6,GDCCA03150072,2023-05-02,AgeasDirectPC,448.85,,2023-05-29,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2020-05-29,2024-05-29
Aimee Roberts,B01 7TA,f333063bbe1220b0856f6f69a9cd5d84,794441,RIASPC,12,GDCCA03013306,2023-05-03,RIASPC,214.01,,2023-05-26,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2020-06-10,2024-06-10
Aimee Roberts,B01 7TA,f333063bbe1220b0856f6f69a9cd5d84,794441,RIASPC,12,GDCCA03013306,2023-05-04,RIASPC,214.01,,2023-05-26,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2020-06-10,2024-06-10
Dean Stokes,B07 2FG,027c49a41d8a76a7357f1c9cc1111c67,8149,AgeasDirectPC,8,ANC052250-02,2023-05-05,MotorPanel,,0.00,2023-05-19,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-06-02,2024-06-02
Sally Taylor,B0A 2FG,7209dfff481943da36c12827d25ca044,372624,AgeasDirectPC,29,GDCCA06534221,2023-05-03,AgeasDirectPC,279.60,,2023-05-31,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-02-06,2024-02-06
Sally Taylor,B0A 2FG,7209dfff481943da36c12827d25ca044,372624,AgeasDirectPC,29,GDCCA06534221,2023-05-03,AgeasDirectPC,279.60,,2023-05-31,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-02-06,2024-02-06
Sally Taylor,B0A 2FG,7209dfff481943da36c12827d25ca044,372624,AgeasDirectPC,29,GDCCA06534221,2023-05-03,AgeasDirectPC,279.60,0.00,2023-05-31,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-02-06,2024-02-06
Sally Taylor,B0A 2FG,7209dfff481943da36c12827d25ca044,372624,AgeasDirectPC,29,GDCCA06534221,2023-05-03,AgeasDirectPC,496.41,0.00,2023-05-31,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-02-06,2024-02-06
Sally Taylor,B0A 2FG,7209dfff481943da36c12827d25ca044,372624,AgeasDirectPC,29,GDCCA06534221,2023-05-03,AgeasDirectPC,496.41,,2023-05-31,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-02-06,2024-02-06
Sally Taylor,B0A 2FG,7209dfff481943da36c12827d25ca044,372624,AgeasDirectPC,29,GDCCA06534221,2023-05-03,AgeasDirectPC,279.60,0.00,2023-05-31,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-02-06,2024-02-06
Olivia Chan,B0C 2ZN,4c05563340b9968ecd5c24e05d5aeba0,248242,AgeasDirectPC,19,GDCCA06453665,2023-05-05,AgeasDirectPC,189.91,,2023-05-21,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-06-11,2024-06-11
Charles Begum,B0C 5TP,3e2548078c07b7720526c197155132d4,203115,AgeasDirectPC,30,ACE401308-01,2023-05-03,MotorPanel,,0.00,2023-05-26,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-06-14,2024-06-14
Antony Foster,B0E 0ER,b002063e76057e780037793ac9eb6a04,575521,AgeasDirectPC,26,GDCCA06442551,2023-05-05,AgeasDirectPC,287.90,,2023-05-28,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-06-10,2024-06-10
Antony Foster,B0E 0ER,b002063e76057e780037793ac9eb6a04,575521,AgeasDirectPC,26,GDCCA06442551,2023-05-04,AgeasDirectPC,287.90,,2023-05-28,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-06-10,2024-06-10
Grace Burrows,B0E 6JB,531a8c9ff9939f65b5b546ae2821cec6,271549,AgeasDirectPC,41,GDCCA06445042,2023-05-03,AgeasDirectPC,489.44,,2023-05-25,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-06-02,2024-06-02
Grace Burrows,B0E 6JB,531a8c9ff9939f65b5b546ae2821cec6,271549,AgeasDirectPC,41,GDCCA06445042,2023-05-03,AgeasDirectPC,390.83,,2023-05-25,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-06-02,2024-06-02
Leanne Taylor,B0G 2ND,86060c489fe6a339679230f06491de13,438495,AgeasDirectPC,17,ACE235630-02,2023-05-05,MotorPanel,,0.00,2023-05-09,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-09,2024-05-09
Katherine Patel,B0G 7BX,f04b3718bc25b2a434b0e613265162ac,784898,RIASPC,6,GDCCA06217539,2023-05-03,RIASPC,889.91,,2023-05-19,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-06-09,2024-06-09
Katherine Patel,B0G 7BX,f04b3718bc25b2a434b0e613265162ac,784898,RIASPC,6,GDCCA06217539,2023-05-03,RIASPC,889.91,,2023-05-19,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-06-09,2024-06-09
Paula Chadwick,B0H 8LQ,13920713d1bc6c31c3291c9335ae13da,63759,AgeasDirectPC,6,GDCCA06468507,2023-05-01,AgeasDirectPC,863.11,,2023-05-29,AgeasDirect,AUTO,In The Renewal Cycle,Comprehensive,Ageas,2022-07-05,2023-07-05
Paula Chadwick,B0H 8LQ,13920713d1bc6c31c3291c9335ae13da,63759,AgeasDirectPC,6,GDCCA06468507,2023-05-01,AgeasDirectPC,863.11,0.00,2023-05-29,AgeasDirect,AUTO,In The Renewal Cycle,Comprehensive,Ageas,2022-07-05,2023-07-05
Jemma Johnston,B0J 0LH,5cae25188e218bacf10fd89463adafb1,302965,AgeasDirectPC,30,GDCCA06451068,2023-05-01,AgeasDirectPC,393.86,,2023-05-09,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-06-07,2024-06-07
Harriet Allen,B0S 3QN,243df2ee97bdc105539b406ae98b9a29,117980,AgeasDirectPC,29,AP4748774-02,2023-05-04,MotorPanel,,530.99,2023-05-27,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-26,2024-05-26
Pauline Rahman,B0T 5BS,4a6d076a4544a125a6456824a694823e,243043,AgeasDirectPC,24,ACE407564-01,2023-05-03,MotorPanel,,421.25,2023-05-01,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-01,2024-05-01
Martyn Thomas,B0T 6XL,b2f2acc1f52f0aba2d86e8a763151f04,585015,AgeasDirectPC,55,ACE438890-01,2023-05-03,MotorPanel,,781.23,2023-05-29,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-06-17,2024-06-17
Shannon Griffiths,B0U 2ZX,183f39ad7dd03d4e5fed82a31c3c4149,78851,AgeasDirectPC,28,ACE759909-01,2023-05-04,MotorPanel,,1281.74,2023-05-04,AgeasDirect,AUTO,Quotation,Comprehensive,Ageas,2023-05-04,2024-05-04
Shannon Griffiths,B0U 2ZX,183f39ad7dd03d4e5fed82a31c3c4149,78851,AgeasDirectPC,28,ACE759909-01,2023-05-04,MotorPanel,,1281.74,2023-05-20,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-04,2024-05-04
Judith Potter,B0W 5NJ,9316b9124951cd597e151a8bde3ff6be,481183,AgeasDirectPC,15,AC1259665-05,2023-05-05,MotorPanel,,580.47,2023-05-31,AgeasDirect,AUTO,NewBusiness,Comprehensive,Ageas,2023-05-30,2024-05-30
Jodie Sharp,B1 0FG,02f51d0f884b4b31d71e782d95ef8bf0,9767,AgeasDirectPC,18,ANC378251-02,2023-05-02,MotorPanel,,0.00,2023-05-20,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-14,2024-05-14
Mohamed Wells,B1 3NL,c42e798e53bb22d23c160892c433ecf9,641283,AgeasDirectPC,11,GDCCA06443167,2023-05-05,AgeasDirectPC,177.53,,2023-05-19,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-06-09,2024-06-09
Mohamed Wells,B1 3NL,c42e798e53bb22d23c160892c433ecf9,641283,AgeasDirectPC,11,GDCCA06443167,2023-05-03,AgeasDirectPC,177.53,,2023-05-19,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-06-09,2024-06-09
Mohamed Wells,B1 3NL,c42e798e53bb22d23c160892c433ecf9,641283,AgeasDirectPC,11,GDCCA06443167,2023-05-04,AgeasDirectPC,177.53,,2023-05-19,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-06-09,2024-06-09
Owen James,B1 5YJ,f934383c13e42d5e4cc06dbbe3802b44,814069,AgeasDirectPC,17,GDCCA06447729,2023-05-02,AgeasDirectPC,142.86,,2023-05-28,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-06-08,2024-06-08
June Barnes,B1 6JY,8aa4ac90240d8e6534416faadac04761,453560,AgeasDirectPC,54,ACD088270-15,2023-05-02,MotorPanel,,0.00,2023-05-26,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-25,2024-05-25
Alice Hayes,B1 6RF,7a99d40c3d6f7d793be2175ff9a0f0d6,400795,AgeasDirectPC,9,GDCCA04895267,2023-05-03,AgeasDirectPC,184.93,,2023-05-04,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2021-01-14,2024-01-14
Alice Hayes,B1 6RF,7a99d40c3d6f7d793be2175ff9a0f0d6,400795,AgeasDirectPC,9,GDCCA04895267,2023-05-03,AgeasDirectPC,184.93,,2023-05-04,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2021-01-14,2024-01-14
Alice Hayes,B1 6RF,7a99d40c3d6f7d793be2175ff9a0f0d6,400795,AgeasDirectPC,9,GDCCA04895267,2023-05-03,AgeasDirectPC,184.93,,2023-05-04,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2021-01-14,2024-01-14
Abbie Fuller,B1 7BN,382468c92e24dade18c902668733f720,183388,RIASPC,8,GDCCA05036221,2023-05-03,RIASPC,162.84,,2023-05-06,Rias,AUTO,Confirmed,Comprehensive,Ageas RIAS,2023-05-06,2024-05-06
Abbie Fuller,B1 7BN,b72751c7e4c7a3278bd0846518e14ebe,598737,RIASPC,6,GDCCA05036221,2023-05-03,RIASPC,162.84,,2023-05-18,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2021-08-16,2023-08-16
Jeremy Waters,B1 7SU,50c12f212d72f4648e22db26f77d189f,263881,RIASPC,14,GDCCA02707318,2023-05-05,RIASPC,1514.92,0.00,2023-05-19,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2019-10-03,2023-10-03
Jeremy Waters,B1 7SU,50c12f212d72f4648e22db26f77d189f,263881,RIASPC,14,GDCCA02707318,2023-05-05,RIASPC,1514.92,,2023-05-19,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2019-10-03,2023-10-03
Jeremy Waters,B1 7SU,50c12f212d72f4648e22db26f77d189f,263881,RIASPC,14,GDCCA02707318,2023-05-05,RIASPC,617.04,,2023-05-19,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2019-10-03,2023-10-03
Jeremy Waters,B1 7SU,50c12f212d72f4648e22db26f77d189f,263881,RIASPC,14,GDCCA02707318,2023-05-05,RIASPC,617.04,0.00,2023-05-19,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2019-10-03,2023-10-03
Melanie Crawford,B11 4FB,5050fd5444c41d0358ed53ff425764a4,262507,AgeasDirectPC,9,GDCCA06503969,2023-05-03,AgeasDirectPC,552.83,,2023-05-05,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2022-10-07,2023-10-07
Melanie Crawford,B11 4FB,5050fd5444c41d0358ed53ff425764a4,262507,AgeasDirectPC,9,GDCCA06503969,2023-05-03,AgeasDirectPC,552.83,0.00,2023-05-05,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2022-10-07,2023-10-07
Melanie Crawford,B11 4FB,5050fd5444c41d0358ed53ff425764a4,262507,AgeasDirectPC,9,GDCCA06503969,2023-05-03,AgeasDirectPC,552.83,,2023-05-05,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2022-10-07,2023-10-07
Melanie Crawford,B11 4FB,5050fd5444c41d0358ed53ff425764a4,262507,AgeasDirectPC,9,GDCCA06503969,2023-05-03,AgeasDirectPC,552.83,0.00,2023-05-05,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2022-10-07,2023-10-07
Melanie Crawford,B11 4FB,5050fd5444c41d0358ed53ff425764a4,262507,AgeasDirectPC,9,GDCCA06503969,2023-05-03,AgeasDirectPC,552.83,0.00,2023-05-05,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2022-10-07,2023-10-07
